Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jos	8	1	What did the Lord say to Joshua after the punishment of Achan?	1	D	Do not fear and do not be dismayed	Take three hundred armed men with you and go up and attack Ai	I have given into your hand the king of Ai, and his people, his city, and his land	A and C	
Jos	8	2	What was different about the conquering of Ai compared to Jericho?	2	C	Ai had a much larger number of soldiers	Ai had chariots of iron	God allowed Israel to keep Ai’s spoil and livestock as plunder for themselves	God wanted Israel to march around city, but not blow the trumpets	
Jos	8	3	Who went with Joshua to go up to Ai?	3	A	All the fighting men	The tribe of Reuben	The tribe of Gad	The Half-tribe of Manasseh	
Jos	8	4	How many mighty men of valor did Joshua send to lie in ambush against Ai?	3-4	C	10,000	20,000	30,000	40,000	
Jos	8	5	Where did the mighty men of valor lay?	9	D	At a certain place overlooking the Arabah	In the camp at Gilgal	Between Gibeon and Beeroth, east of Ai	Between Bethel and Ai, to the west of Ai	
Jos	8	6	Which of the following was NOT included in Joshua’s instructions to the mighty men of valor?	4-8	B	Do not go very far from the city, but all of you remain ready	Before you advance on the city blow your trumpets	You will rise up and ambush the city	The Lord your God will give it into your hand	
Jos	8	7	What were the thirty thousand men to do as soon as they had taken the city?	8	D	Make an altar and sacrifice bulls and goats to the Lord	Sound a loud blast on the trumpets of rams’ horns	Take all the women and children as slaves	Set the city on fire	
Jos	8	8	Where did Joshua spend the night before the attack on Ai?	9	C	With the thirty thousand men that he sent out at night	By himself, in prayer to God	Among the people	In the tabernacle	
Jos	8	9	Where did Joshua and all the fighting men camp after they arrived before of Ai?	11	B	The south side of Ai, with the ravine between them and the city	The north side of Ai, with a ravine between them and Ai	East of Ai, with the ravine between them and the city	West of Ai, with the ravine between them and the city	
Jos	8	10	According to verse 12, how many men had Joshua set in ambush between Bethel and Ai?	12	D	Three hundred	One thousand	Three thousand	Five thousand	
Jos	8	11	Where did Joshua go the night after he led the army to the front of Ai?	13	C	To camp at Gilgal	To the west of Jericho	In the valley	A hill overlooking Ai	
Jos	8	12	What did the king of Ai do when he saw the army of the Israelites in front of the city?	14	B	Closed up the gates of the city so no one could go in or out	Went to meet Israel in battle	Posted the army of Ai along the walls of the city	Disguised himself and fled the city	
Jos	8	13	Where did the men of Ai meet the men of Israel in battle?	14	B	At Gilgal	The appointed place toward the Arabah	In the Valley of Achor	West of the city between Bethel and Ai	
Jos	8	14	Where did Joshua and Israel flee when pretending to be beaten by the men of Ai?	15	A	In the direction of the wilderness	In the direction of Jericho	In the direction of Jordan River	In the direction of Bethel	
Jos	8	15	How many men were left in Ai or Bethel and did not go after Israel?	16-17	D	Five hundred in each city	One hundred in each city	Fifty in each city	Not one	
Jos	8	16	What did the Lord tell Joshua to do once the city of Ai was left open?	18	C	Hold out his staff towards the Jordan River	Strike his staff on a rock	Stretch out your javelin towards Ai	Blow a long blast on seven trumpets of rams’ horns	
Jos	8	17	What did the men in ambush do after Joshua gave them this signal?	19	D	Rose quickly out of their place	They ran and entered the city and captured it	They hurried to set the city on fire	All of the above	
Jos	8	18	When did Joshua and all Israel turn back and strike down the men of Ai?	21	B	When the sun stood still	When they saw the smoke of the city go up	When the men in ambush opened the gates of the city of Ai	When lightning flashed from heaven	
Jos	8	19	Why did the men of Ai have no chance to escape in any direction?	22	C	The Lord opened the ground and swallowed them up	They were blinded by the Lord	The men of Ai were surrounded on all sides	The men of Ai were drowned in the Jordan River	
Jos	8	20	Who, from the city of Ai, survived the battle with Israel?	23	C	Some of the soldiers who ran away	Those taken as slaves	The king of Ai	The older women	
Jos	8	21	How many men and women fell that day of the battle between Israel and Ai?	25	A	Twelve thousand, both men and women	Twelve thousand men from Ai	Six thousand, both men and women	Ten thousand, men from Ai	
Jos	8	22	How long did Joshua hold out the hand with his javelin?	26	B	Until the men from the ambush joined them in battle	Until he had devoted all the inhabitants of Ai to destruction	Until the king of Ai was brought to Joshua	Until the sun set	
Jos	8	23	What happened to the livestock and spoil of the city of Ai?	27	C	It was destroyed	It was presented at the tabernacle	It was carried off by Israel as their plunder, according to the word of the Lord	It was sacrificed on the Lord’s altar	
Jos	8	24	What happened to the king of Ai?	29	D	He was hung on a tree until evening .	His body was thrown at the entrance of the gate of the city	A great heap of stones was piled over his body	All of the above	
Jos	8	25	How is Ai described after its defeat by Joshua and the Israelites?	28	C	A poor city	A deserted city	A heap of ruins	All of the above	
Jos	8	26	Where did Joshua build an altar to the Lord, the God of Israel, after defeating Ai?	30	B	On Mount Gerizim	On Mount Ebal	On Mount Sinai	On Mount Nebo	
Jos	8	27	Describe the altar that Joshua built to the Lord, the God of Israel.	31	C	Built of precious jewels	Built of noble stones, overlaid with fine gold	Built an altar of uncut stones, upon which no man has wielded an iron tool	Built of stones from the city wall of Jericho	
Jos	8	28	What did they offer to the Lord on this altar?	31	A	Burnt offerings and peace offerings	Grain offerings from the conquered land	Idols taken from the conquered cities	Manna and quail from the wilderness	
Jos	8	29	What did Joshua do in the presence of the Israelites on Mount Ebal?	32-34	D	Wrote on the stones the Law of Moses	Read all the words of the law – the blessings and the curses	Prophesy about the future in the land of milk and honey	A and B	
Jos	8	30	Who stood on opposite sides of the ark, facing those who carried it?	33	D	All Israel, sojourner as well as native born	Elders of Israel	Officers and judges of Israel	All of the above	
Jos	8	31	Who carried the ark of the covenant of the Lord?	33	C	The men of Judah	The Benjamite priests	The Levitical priests	B and C	
Jos	8	32	Where did the people of Israel stand when Joshua read all the words of the Book of the Law –the blessings and the curses?	33	C	All stood in front of Mount Ebal	All stood in front of Mount Gerizim	Stood in front of Mount Gerizim and Mount Ebal	The text doesn’t say	
Jos	8	33	Who had given instructions about blessing the people of Israel?	33	D	Caleb	Abraham	Jacob	Moses	
Jos	8	34	Who was included in the assembly that heard Joshua read all the words of the law?	33-35	D	Women	The little ones	Sojourners	All of the above	
Jos	9	1	After hearing about Israel’s conquests, who gathered as one to fight against Joshua and Israel?	1-2	D	Kings of the Hittites, Amorites, and Canaanites,	Kings of the Perizzites, Hivites, and Jebusites	King of Gibeon	A and B	
Jos	9	2	Where were the nations who gathered as one to fight Israel located?	1	A	Beyond the Jordan, in the hill country, and lowland along the coast of the Great Sea	In the eastern foothills, plains, and northern coast of the Great Sea	Along the southern coast of the Great Sea, and the northern hills	All of the above	
Jos	9	3	Who acted cunningly after hearing what Joshua had done to Jericho and Ai?	3-4	C	The Hittites, Canaanites, and Amorites	The Hivites, Jebusites, and Perizzites	Inhabitants of Gibeon	All of the above	
Jos	9	4	How did the inhabitants deceive Joshua and the nation of Israel?	4-5	D	They took worn out sack for their donkeys, and torn and worn-out wineskins	Wore patched sandals on their feet, and worn-out clothes	All their provisions were dry and crumbly	All of the above	
Jos	9	5	What did the men from Gibeon say to Joshua when they arrived at the camp at Gilgal?	6	B	We are poor people from your neighboring land; make a treaty with us.	We have come from a distant country, so now make a covenant with us.	We have no food or wine; please have mercy on us.	Allow your humble sojourners to join you in your camp.	
Jos	9	6	What was the first reaction of the men of Israel to the inhabitants of Gibeon?	7	D	But perhaps you live near us. Why would we make a treaty with you?	We must first ask the Lord our God what to to.	But you are weak and ill. Why would we want you for our servants?	Perhaps you live among us; then how can we make a covenant with you?	
Jos	9	7	How did the cunning people speak of themselves to Joshua?	8	B	We too, are enemies of Jericho	We are your servants	We are servants of the Lord your God	We too are enemies of Ai	
Jos	9	8	What question(s) did Joshua ask the people of Gibeon?	8	A	Who are you? And where do you come from?	Why do you come now when we are preparing for battle?	Who is your god?	Where are your women and children and flocks?	
Jos	9	9	“From a very distant country your servants have come because  ”	9	C	We were afraid of our kinsmen, who are plotting to overthrow you	We don’t like the men of Jericho or Ai either!	Of the name of the Lord your God, For we have heard a report of Him.	We want to bless you for getting rid of Ai.	
Jos	9	10	What reports had the people of Gibeon heard about the Lord God of Israel?	9	A	All that the He did in Egypt	All that He did to Sihon, king of Bashan	All that He did to Og, king of Heshbon	All that He did to the kings of the Amorites	
Jos	9	11	What did the people of Gibeon say about the condition of their bread when they left their houses?	12	D	It needed jelly from the giant grapes of Canaan	It was unleavened	It was made from barley	It was warm	
Jos	9	12	What else did the Gibeonites point to prove that they were from a very distant country?	13	D	The length of their beards	Their wineskins	Their garments and sandals	B and C	
Jos	9	13	What did Israel NOT do in response to the request for a treaty from the people of Gibeon?	14-15	B	Took some of their provisions	Ask counsel from the Lord	Made peace with them to let them live	Swore to them	
Jos	9	14	How long did it take for Israel to learn the Gibeonites were their neighbors?	16	B	At the end of three hours	At the end of three days	At the end of three weeks	At the end of three months	
Jos	9	15	Which of the following was NOT a city of the people of Gibeon?	17	C	Chephirah	Beeroth	Hebron	Kiriath-jearim	
